,Unnamed: 0.1,Unnamed: 0,multiple_deliveries,e_Time_Orderd,e_Time_Order_picked,weekday,weekend,holiday,Time_taken (min),distance,Weather conditions_Cloudy,Weather conditions_Fog,Weather conditions_Sandstorms,Weather conditions_Stormy,Weather conditions_Sunny,Weather conditions_Windy,Road_traffic_density_High,Road_traffic_density_Jam,Road_traffic_density_Low,Road_traffic_density_Medium,Vehicle_condition,Type_of_order_Buffet,Type_of_order_Drinks,Type_of_order_Meal,Type_of_order_Snack,Type_of_vehicle_electric_scooter,Type_of_vehicle_motorcycle,Type_of_vehicle_scooter,Festival,City_Metropolitian,City_Semi-Urban,City_Urban
9666,9666,13317,1.0,1900-01-01 09:25:00,1900-01-01 09:35:00,2,0,0,22,2.3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
9667,9667,13318,1.0,1900-01-01 17:20:00,1900-01-01 17:30:00,4,0,0,34,46.1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
9668,9668,13319,1.0,1900-01-01 09:10:00,1900-01-01 09:25:00,1,0,0,25,12.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
9669,9669,13321,1.0,1900-01-01 08:25:00,1900-01-01 08:35:00,0,0,0,11,1.9,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
9671,9671,13326,1.0,1900-01-01 23:40:00,1900-01-01 23:55:00,4,0,0,25,12.6,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0
9673,9673,13328,1.0,1900-01-01 13:40:00,1900-01-01 13:50:00,3,0,0,29,8.3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
9674,9674,13329,1.0,1900-01-01 21:40:00,1900-01-01 21:55:00,1,0,0,34,25.5,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
9675,9675,13330,1.0,1900-01-01 18:00:00,1900-01-01 18:10:00,2,0,0,21,11.6,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
9676,9676,13332,1.0,1900-01-01 22:10:00,1900-01-01 22:15:00,5,1,0,24,5.7,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
9677,9677,13333,1.0,1900-01-01 19:15:00,1900-01-01 19:25:00,3,0,0,31,22.3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
9678,9678,13334,1.0,1900-01-01 11:40:00,1900-01-01 11:50:00,4,0,0,19,4.0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
9679,9679,13336,1.0,1900-01-01 11:10:00,1900-01-01 11:25:00,0,0,0,28,2.2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
9680,9680,13337,1.0,1900-01-01 20:30:00,1900-01-01 20:40:00,1,0,0,13,6.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
9681,9681,13338,1.0,1900-01-01 13:50:00,1900-01-01 14:00:00,2,0,0,27,10.2,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0
9682,9682,13339,1.0,1900-01-01 19:50:00,1900-01-01 19:55:00,4,0,0,43,28.9,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
9684,9684,13342,1.0,1900-01-01 08:15:00,1900-01-01 08:20:00,5,1,0,18,5.8,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0
9685,9685,13343,1.0,1900-01-01 20:20:00,1900-01-01 20:35:00,6,1,0,25,15.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
9686,9686,13344,1.0,1900-01-01 08:50:00,1900-01-01 08:55:00,4,0,0,24,2.4,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0
9687,9687,13345,1.0,1900-01-01 18:10:00,1900-01-01 18:15:00,5,1,0,17,12.8,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0,0
9688,9688,13346,1.0,1900-01-01 19:50:00,1900-01-01 19:55:00,0,0,0,33,22.4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
9689,9689,13350,1.0,1900-01-01 23:40:00,1900-01-01 23:50:00,0,0,0,38,24.5,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,1
9691,9691,13352,1.0,1900-01-01 15:10:00,1900-01-01 15:15:00,5,1,0,28,8.4,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,1,0,1,0,0
9693,9693,13355,1.0,1900-01-01 19:25:00,1900-01-01 19:40:00,2,0,0,20,19.7,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
9696,9696,13360,1.0,1900-01-01 21:20:00,1900-01-01 21:25:00,3,0,0,16,36.7,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
9697,9697,13361,1.0,1900-01-01 10:25:00,1900-01-01 10:30:00,0,0,0,20,9.1,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0
9698,9698,13362,1.0,1900-01-01 18:55:00,1900-01-01 19:10:00,1,0,0,27,18.8,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
9700,9700,13364,2.0,1900-01-01 18:40:00,1900-01-01 18:45:00,0,0,0,36,27.7,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
9702,9702,13366,1.0,1900-01-01 21:50:00,1900-01-01 22:05:00,0,0,0,36,16.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
9705,9705,13371,1.0,1900-01-01 19:40:00,1900-01-01 19:55:00,6,1,0,32,8.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
9706,9706,13372,1.0,1900-01-01 11:15:00,1900-01-01 11:20:00,6,1,0,24,3.8,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
9708,9708,13374,1.0,1900-01-01 21:45:00,1900-01-01 21:55:00,6,1,0,32,23.2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
9710,9710,13376,1.0,1900-01-01 18:15:00,1900-01-01 18:30:00,3,0,0,47,31.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
9711,9711,13377,3.0,1900-01-01 19:45:00,1900-01-01 19:55:00,4,0,0,45,15.7,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
9712,9712,13378,1.0,1900-01-01 08:30:00,1900-01-01 08:45:00,1,0,0,15,4.4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
9713,9713,13379,1.0,1900-01-01 23:35:00,1900-01-01 23:50:00,2,0,0,20,31.3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
9714,9714,13380,1.0,1900-01-01 23:20:00,1900-01-01 23:30:00,3,0,0,27,23.6,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0
9715,9715,13381,1.0,1900-01-01 23:20:00,1900-01-01 23:35:00,0,0,0,17,18.6,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,1,0,0
9716,9716,13382,1.0,1900-01-01 17:20:00,1900-01-01 17:25:00,3,0,0,29,18.3,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0
9717,9717,13384,1.0,1900-01-01 23:30:00,1900-01-01 23:35:00,5,1,0,26,24.3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
9718,9718,13385,1.0,1900-01-01 19:55:00,1900-01-01 20:10:00,3,0,0,10,11.9,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
9719,9719,13386,1.0,1900-01-01 10:50:00,1900-01-01 11:05:00,3,0,0,24,4.3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
9723,9723,13390,1.0,1900-01-01 12:55:00,1900-01-01 13:05:00,2,0,0,19,11.7,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
9726,9726,13393,1.0,1900-01-01 22:30:00,1900-01-01 22:35:00,5,1,0,19,10.2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
9727,9727,13395,1.0,1900-01-01 20:50:00,1900-01-01 21:00:00,4,0,0,40,20.9,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0
9729,9729,13397,1.0,1900-01-01 21:50:00,1900-01-01 21:55:00,2,0,0,39,12.2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
9731,9731,13399,1.0,1900-01-01 19:25:00,1900-01-01 19:40:00,6,1,0,33,19.7,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
9732,9732,13400,1.0,1900-01-01 10:35:00,1900-01-01 10:45:00,0,0,0,19,6.9,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
9733,9733,13401,1.0,1900-01-01 22:15:00,1900-01-01 22:30:00,5,1,0,26,17.2,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
9734,9734,13405,1.0,1900-01-01 17:30:00,1900-01-01 17:40:00,6,1,0,28,21.8,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
9735,9735,13406,2.0,1900-01-01 20:35:00,1900-01-01 20:50:00,2,0,0,54,24.0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,1,1,0,0
9737,9737,13408,1.0,1900-01-01 21:30:00,1900-01-01 21:35:00,4,0,0,31,21.6,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
9738,9738,13409,1.0,1900-01-01 21:25:00,1900-01-01 21:40:00,4,0,0,26,24.0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0
9739,9739,13411,1.0,1900-01-01 10:35:00,1900-01-01 10:40:00,2,0,0,12,4.2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
9740,9740,13412,1.0,1900-01-01 20:30:00,1900-01-01 20:45:00,6,1,0,34,12.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
9742,9742,13414,1.0,1900-01-01 20:15:00,1900-01-01 20:25:00,5,1,0,30,13.4,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0
9743,9743,13415,1.0,1900-01-01 11:55:00,1900-01-01 12:00:00,1,0,0,28,1.8,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
9745,9745,13418,1.0,1900-01-01 18:45:00,1900-01-01 18:55:00,1,0,0,32,18.2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
9746,9746,13420,1.0,1900-01-01 17:40:00,1900-01-01 17:45:00,4,0,0,27,19.4,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
9747,9747,13421,1.0,1900-01-01 17:15:00,1900-01-01 17:20:00,5,1,0,38,18.5,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0
9748,9748,13422,1.0,1900-01-01 22:10:00,1900-01-01 22:25:00,1,0,0,10,8.8,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
9751,9751,13428,1.0,1900-01-01 18:50:00,1900-01-01 19:00:00,0,0,0,38,17.6,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1
9754,9754,13432,1.0,1900-01-01 17:45:00,1900-01-01 17:50:00,2,0,0,11,27.5,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,1
9755,9755,13433,1.0,1900-01-01 10:50:00,1900-01-01 11:05:00,4,0,0,32,2.2,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0
9756,9756,13436,1.0,1900-01-01 20:35:00,1900-01-01 20:45:00,6,1,0,34,26.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
9758,9758,13438,1.0,1900-01-01 19:50:00,1900-01-01 19:55:00,0,0,0,30,14.6,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
9759,9759,13440,1.0,1900-01-01 20:30:00,1900-01-01 20:40:00,4,0,0,31,26.6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
9760,9760,13442,1.0,1900-01-01 19:35:00,1900-01-01 19:50:00,3,0,0,43,17.3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
9762,9762,13445,1.0,1900-01-01 18:50:00,1900-01-01 19:00:00,5,1,0,19,14.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
9763,9763,13446,1.0,1900-01-01 21:35:00,1900-01-01 21:40:00,4,0,0,25,18.3,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,1
9765,9765,13448,1.0,1900-01-01 18:25:00,1900-01-01 18:35:00,3,0,0,21,7.1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,1
9766,9766,13449,1.0,1900-01-01 17:55:00,1900-01-01 18:05:00,1,0,0,27,22.3,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,1,0,1,0,0
9767,9767,13451,2.0,1900-01-01 17:15:00,1900-01-01 17:30:00,0,0,0,36,16.9,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0
9769,9769,13453,1.0,1900-01-01 16:30:00,1900-01-01 16:40:00,1,0,0,22,9.0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0
9770,9770,13455,1.0,1900-01-01 09:30:00,1900-01-01 09:45:00,6,1,0,21,20.1,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,1,0,1,0,0
9771,9771,13456,1.0,1900-01-01 20:10:00,1900-01-01 20:25:00,1,0,0,21,11.1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
9772,9772,13457,1.0,1900-01-01 09:35:00,1900-01-01 09:45:00,3,0,0,18,5.7,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
9773,9773,13459,1.0,1900-01-01 14:50:00,1900-01-01 15:05:00,1,0,0,26,9.1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
9775,9775,13462,1.0,1900-01-01 19:45:00,1900-01-01 19:55:00,2,0,0,39,22.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0
9776,9776,13463,1.0,1900-01-01 17:15:00,1900-01-01 17:30:00,4,0,0,38,13.2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
9777,9777,13464,1.0,1900-01-01 20:20:00,1900-01-01 20:30:00,3,0,0,26,30.7,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1
9780,9780,13468,2.0,1900-01-01 19:20:00,1900-01-01 19:30:00,2,0,0,39,28.9,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0
9781,9781,13469,1.0,1900-01-01 20:20:00,1900-01-01 20:25:00,3,0,0,31,13.4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
9785,9785,13475,1.0,1900-01-01 14:15:00,1900-01-01 14:30:00,2,0,0,53,9.0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
9787,9787,13478,1.0,1900-01-01 11:40:00,1900-01-01 11:55:00,2,0,0,40,5.3,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
9790,9790,13481,1.0,1900-01-01 10:10:00,1900-01-01 10:15:00,5,1,0,24,2.4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
9791,9791,13483,1.0,1900-01-01 19:25:00,1900-01-01 19:40:00,6,1,0,26,14.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
9793,9793,13486,2.0,1900-01-01 11:40:00,1900-01-01 11:50:00,3,0,0,32,1.8,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0
9794,9794,13487,1.0,1900-01-01 10:25:00,1900-01-01 10:35:00,2,0,0,28,6.9,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0
9795,9795,13489,1.0,1900-01-01 20:55:00,1900-01-01 21:00:00,0,0,0,30,19.1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1
9796,9796,13491,1.0,1900-01-01 22:30:00,1900-01-01 22:35:00,5,1,0,17,6.5,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
9800,9800,13495,1.0,1900-01-01 22:25:00,1900-01-01 22:40:00,3,0,0,25,21.4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
9801,9801,13496,1.0,1900-01-01 17:50:00,1900-01-01 18:00:00,5,1,0,19,31.9,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
9802,9802,13499,1.0,1900-01-01 18:20:00,1900-01-01 18:25:00,5,1,0,32,27.5,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,1
9804,9804,13501,1.0,1900-01-01 21:55:00,1900-01-01 22:00:00,0,0,0,35,28.7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
9807,9807,13504,1.0,1900-01-01 21:35:00,1900-01-01 21:40:00,0,0,0,29,18.5,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
9808,9808,13505,1.0,1900-01-01 00:00:00,1900-01-01 00:05:00,2,0,0,16,13.7,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0
9811,9811,13510,1.0,1900-01-01 20:35:00,1900-01-01 20:45:00,6,1,0,36,16.8,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
9812,9812,13511,1.0,1900-01-01 08:45:00,1900-01-01 08:55:00,2,0,0,23,3.4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
9816,9816,13517,1.0,1900-01-01 18:25:00,1900-01-01 18:35:00,3,0,0,26,9.9,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,1,0,0
9818,9818,13519,1.0,1900-01-01 23:55:00,1900-01-01 00:00:00,1,0,0,10,15.2,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0
9819,9819,13521,1.0,1900-01-01 00:00:00,1900-01-01 00:05:00,4,0,0,41,26.6,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0
9820,9820,13522,1.0,1900-01-01 17:45:00,1900-01-01 17:50:00,2,0,0,29,14.5,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,1,0,0
9822,9822,13525,1.0,1900-01-01 21:40:00,1900-01-01 21:45:00,3,0,0,27,14.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
9823,9823,13526,1.0,1900-01-01 20:25:00,1900-01-01 20:30:00,1,0,0,43,20.5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
9824,9824,13528,1.0,1900-01-01 18:15:00,1900-01-01 18:30:00,4,0,0,33,18.0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1
9825,9825,13529,1.0,1900-01-01 21:40:00,1900-01-01 21:50:00,4,0,0,35,24.4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
9826,9826,13530,1.0,1900-01-01 23:25:00,1900-01-01 23:30:00,1,0,0,19,15.1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1
9827,9827,13533,1.0,1900-01-01 15:55:00,1900-01-01 16:00:00,6,1,0,16,15.8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
9828,9828,13534,1.0,1900-01-01 09:10:00,1900-01-01 09:20:00,6,1,0,18,2.0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,1,0,0
9829,9829,13536,1.0,1900-01-01 10:15:00,1900-01-01 10:20:00,2,0,0,10,4.4,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
9831,9831,13538,1.0,1900-01-01 18:55:00,1900-01-01 19:00:00,2,0,0,11,15.8,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0
9833,9833,13541,1.0,1900-01-01 18:30:00,1900-01-01 18:45:00,1,0,0,24,7.2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
9834,9834,13542,1.0,1900-01-01 11:45:00,1900-01-01 12:00:00,6,1,0,17,4.4,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
9837,9837,13548,1.0,1900-01-01 21:45:00,1900-01-01 21:50:00,3,0,0,47,17.9,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0
9839,9839,13550,1.0,1900-01-01 18:45:00,1900-01-01 19:00:00,4,0,0,39,56.5,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0
9842,9842,13554,1.0,1900-01-01 08:25:00,1900-01-01 08:40:00,3,0,0,12,2.2,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0
9843,9843,13555,1.0,1900-01-01 09:20:00,1900-01-01 09:35:00,4,0,0,19,8.1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
9844,9844,13556,1.0,1900-01-01 18:10:00,1900-01-01 18:15:00,3,0,0,25,10.5,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0
9845,9845,13557,1.0,1900-01-01 20:00:00,1900-01-01 20:10:00,0,0,0,22,24.1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
9846,9846,13561,1.0,1900-01-01 18:25:00,1900-01-01 18:35:00,3,0,0,26,8.4,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0,0
9847,9847,13562,1.0,1900-01-01 17:30:00,1900-01-01 17:35:00,0,0,0,27,14.7,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,1,0,0
9849,9849,13566,1.0,1900-01-01 15:45:00,1900-01-01 15:55:00,0,0,0,28,9.1,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,1,0,1,0,0
9850,9850,13567,1.0,1900-01-01 15:20:00,1900-01-01 15:30:00,5,1,0,26,9.4,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0
9853,9853,13575,1.0,1900-01-01 10:40:00,1900-01-01 10:45:00,3,0,0,13,3.5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
9854,9854,13577,1.0,1900-01-01 10:50:00,1900-01-01 11:00:00,2,0,0,27,2.2,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0
9855,9855,13579,1.0,1900-01-01 22:55:00,1900-01-01 23:00:00,4,0,0,29,19.3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
9856,9856,13580,1.0,1900-01-01 22:20:00,1900-01-01 22:25:00,4,0,0,22,31.8,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
9857,9857,13583,1.0,1900-01-01 21:00:00,1900-01-01 21:05:00,2,0,0,38,28.9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
9858,9858,13584,1.0,1900-01-01 13:25:00,1900-01-01 13:40:00,3,0,0,26,9.4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
9859,9859,13586,1.0,1900-01-01 23:40:00,1900-01-01 23:50:00,3,0,0,20,27.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
9861,9861,13588,1.0,1900-01-01 22:35:00,1900-01-01 22:50:00,4,0,0,27,19.6,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0
9863,9863,13594,2.0,1900-01-01 21:45:00,1900-01-01 21:50:00,2,0,0,44,22.4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
9865,9865,13596,1.0,1900-01-01 23:10:00,1900-01-01 23:15:00,1,0,0,20,17.4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
9866,9866,13597,1.0,1900-01-01 18:45:00,1900-01-01 18:55:00,4,0,0,18,24.1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
9867,9867,13598,1.0,1900-01-01 21:25:00,1900-01-01 21:35:00,5,1,0,41,15.6,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
9870,9870,13601,1.0,1900-01-01 19:35:00,1900-01-01 19:45:00,2,0,0,29,15.4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
9873,9873,13607,1.0,1900-01-01 18:35:00,1900-01-01 18:45:00,4,0,0,19,7.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
9874,9874,13608,1.0,1900-01-01 23:50:00,1900-01-01 23:55:00,6,1,0,25,25.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
9876,9876,13610,2.0,1900-01-01 20:50:00,1900-01-01 20:55:00,0,0,0,36,8.4,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,1,0,0
9882,9882,13622,1.0,1900-01-01 23:10:00,1900-01-01 23:20:00,5,1,0,20,13.6,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
9884,9884,13627,1.0,1900-01-01 19:30:00,1900-01-01 19:35:00,1,0,0,34,15.6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
9890,9890,13633,1.0,1900-01-01 17:25:00,1900-01-01 17:35:00,6,1,0,20,12.7,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0
9891,9891,13634,1.0,1900-01-01 19:45:00,1900-01-01 20:00:00,1,0,0,32,10.6,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
